GeneID	Base mean	log2(FC)	StdErr	Wald-Stats	P-value	P-adj	Chromosome	Start	End	Strand	Feature	Gene symbol
FBgn0002543	695.696665544205	0.574201050803621	0.165609075512462	3.46720763355999	0.000525895491407465	0.00715333631472639	chr2L	1380085	1420453	-	protein_coding	robo2
FBgn0033844	5010.04759559538	-0.280034723269341	0.0807982802328774	-3.46585004609285	0.000528557984340963	0.00717826549848301	chr2R	13486633	13494862	-	protein_coding	bbc
FBgn0046687	1828.71517552862	-0.478731895647759	0.138236789612361	-3.46312943891566	0.000533931475467478	0.00723987648004569	chrX	5673829	5679977	-	protein_coding	Tre1
FBgn0036279	951.949878018241	-0.419832486779369	0.121358430854604	-3.45944228038313	0.000541295277363366	0.00732824013219168	chr3L	12368645	12391444	-	protein_coding	Ncc69
FBgn0030974	1423.40660334197	-0.328164658748937	0.0949240825112	-3.45712752830892	0.000545966410667338	0.00737993034169241	chrX	18888977	18893636	-	protein_coding	Flacc
FBgn0034249	537.489274028783	0.446006878279388	0.129041348129936	3.4563098165271	0.000547625496739514	0.00739080838111316	chr2R	17586424	17590884	-	protein_coding	RhoGAP54D
FBgn0265045	2675.41396192564	-0.359660674226154	0.104100856697773	-3.45492521036906	0.000550445489555669	0.00741729584134905	chr2R	15946932	15989498	-	protein_coding	Strn-Mlck
FBgn0029975	2789.5693828182	0.364848689468866	0.105763851573749	3.44965396059217	0.000561305555207006	0.00754014651878231	chrX	7908930	7911885	+	protein_coding	spidey
FBgn0259683	109.525096026284	0.677678580792171	0.196426776078007	3.45003158084233	0.000560520977609018	0.00754014651878231	chr2L	22189525	22214376	-	protein_coding	Ir40a
FBgn0013997	1925.54815499301	0.368441607003582	0.106871619203042	3.44751590507478	0.000565767094149272	0.00758829632788427	chr3L	12146518	12156990	+	protein_coding	Nrx-IV
FBgn0019957	1161.38578651962	-0.400305089199553	0.116250066426119	-3.443482670644	0.000574273395854686	0.00769046307668559	chr3R	22027708	22029393	+	protein_coding	ND-42
FBgn0263593	2118.52022713805	-0.337144454370439	0.0980094345177435	-3.43991837142375	0.000581889659326104	0.00778041335831549	chr2R	8136985	8156654	-	protein_coding	Lpin
FBgn0039108	237.899271408988	0.569652321104933	0.165737928555521	3.43706673583835	0.000588050694382825	0.00785065826713861	chr3R	23719342	23721625	-	protein_coding	CG10232
FBgn0050035	1294.89267932272	0.422780739388015	0.123047524713972	3.43591421583477	0.00059055793296679	0.007871982554847	chr2R	11665767	11674782	+	protein_coding	Tret1-1
FBgn0035496	236.498842106126	-0.53647946026042	0.1562120981989	-3.43430160945241	0.000594082768055658	0.00790678465607615	chr3L	4093206	4094344	+	protein_coding	CG14990
FBgn0035608	3523.2513743881	0.379175038291463	0.110446240751832	3.4331185535183	0.000596681134505954	0.00792916819448696	chr3L	5497522	5498958	-	protein_coding	blanks
FBgn0038391	428.052740964383	-0.489446806737303	0.142734620608478	-3.42906860753746	0.000605656406612401	0.00803609443804276	chr3R	16009104	16019133	+	protein_coding	GATAe
FBgn0038874	107.2241332762	-0.648785568355577	0.189280383610415	-3.42764292833923	0.000608845706850988	0.00806604013777626	chr3R	21247010	21265134	+	protein_coding	ETHR
FBgn0266758	4492.33856049623	-0.32806661276827	0.0957771324101955	-3.42531254081843	0.000614092547402061	0.00812311105133827	chr3R	24544718	24556549	+	protein_coding	Esyt2
FBgn0039538	102.663797232764	0.630435548891117	0.184258745686525	3.42146879673034	0.000622838714900875	0.00822622553069843	chr3R	27679290	27680336	+	protein_coding	CG12883
FBgn0025865	4963.00295505123	0.285331649306164	0.0834451348328171	3.419392273472	0.000627611778251639	0.00826988289969145	chr3R	21061679	21064471	-	protein_coding	Cortactin
FBgn0270927	896.197258111674	-0.345214584443898	0.100963562087875	-3.41919973211163	0.000628056070407731	0.00826988289969145	chr3R	31769292	31771848	-	protein_coding	betaGlu
FBgn0086708	235.497792631942	-0.521144253090782	0.152523991560612	-3.41680182742714	0.000633613841406386	0.00831663718545118	chr3L	13477540	13483515	+	protein_coding	stv
FBgn0030343	1604.61119391986	0.412491996646984	0.120729906948668	3.41665132585887	0.000633964189492203	0.00831663718545118	chrX	11855021	11864754	+	protein_coding	ATP7
FBgn0004584	1814.59726876731	0.380189508458238	0.11128284214136	3.41642522011877	0.000634490873008644	0.00831663718545118	chr2L	2969772	2972508	-	protein_coding	Rrp1
FBgn0016693	7189.24450288903	-0.291861298389262	0.0855593871336881	-3.41121305524575	0.000646745342488148	0.00846443866545381	chr3R	12697321	12704875	+	protein_coding	Past1
FBgn0020416	8715.41673806496	-0.328784117567713	0.0964040806897649	-3.4104792578829	0.000648488165208973	0.00847442766952088	chr2L	16445277	16446793	+	protein_coding	Idgf1
FBgn0037901	555.922699311429	0.374029204626594	0.109765422673259	3.40753213095144	0.000655531900651839	0.00855355425722331	chr3R	11433487	11435703	-	protein_coding	Exd2
FBgn0003117	5625.43921080865	-0.368681070750497	0.108345311151546	-3.40283365133182	0.00066690871416884	0.00868889651547385	chr3R	16026078	16041796	+	protein_coding	pnr
FBgn0031245	114.847476409181	0.655291576158531	0.192614564879755	3.40208735807501	0.000668732580815114	0.00869955722801737	chr2L	283384	291795	-	protein_coding	CG3625
FBgn0037896	72.6810949019555	0.669980570560511	0.197165681893438	3.39805875001418	0.000678658442111066	0.00881137719231392	chr3R	11419375	11421693	-	protein_coding	ninaG
FBgn0034753	7953.87404622183	0.311508486650459	0.0916801672143533	3.39777398008159	0.000679365227982127	0.00881137719231392	chr2R	22644645	22646344	-	protein_coding	CG2852
FBgn0026576	777.824557382743	-0.369966922632981	0.109077039486558	-3.39179468359677	0.00069436450784568	0.008992436163732	chr3R	24050782	24053592	+	protein_coding	Pisd
FBgn0262582	8884.55708828598	-0.405107735436276	0.119501400387738	-3.38998316439683	0.000698969160986424	0.00903853843302475	chr3R	20252769	20303942	+	protein_coding	cic
FBgn0030318	1973.76307827761	0.381368505277354	0.112521438731015	3.38929638278998	0.000700722279664893	0.00904768424086715	chrX	11599837	11606288	+	protein_coding	rho-4
FBgn0033924	377.453309593201	0.455045035294531	0.134350075222145	3.38700990335974	0.000706588371445133	0.00910983010636639	chr2R	14352230	14355674	+	protein_coding	CG8613
FBgn0014163	3758.49012335436	0.522917566605223	0.154620576341421	3.38194035346601	0.000719757708928891	0.00926580943444023	chr3L	16402795	16411828	-	protein_coding	fax
FBgn0286785	792.99132523798	-0.366060742577369	0.108327090091281	-3.37921698320256	0.000726926100224056	0.00934418676528724	chr2R	15248783	15258498	+	protein_coding	scb
FBgn0087035	7138.95535494557	-0.272370353629967	0.0806265630174936	-3.37817145412574	0.000729695692564946	0.0093658715673284	chr3L	15554112	15561042	+	protein_coding	AGO2
FBgn0286781	2472.6019399228	0.29151755188994	0.0864021194276038	3.37396297476478	0.000740943329618598	0.00949614925115629	chr2L	17474911	17477888	-	protein_coding	cass
FBgn0003862	3557.11399594267	-0.426189243935794	0.126361429594739	-3.37277953646655	0.000744135087201658	0.00950888129893876	chr3R	14263357	14286903	-	protein_coding	trx
FBgn0051005	301.869223092058	-0.447822951590646	0.132764178329854	-3.37307063715656	0.000743348800596608	0.00950888129893876	chr3R	31236034	31252608	-	protein_coding	qless
FBgn0034365	358.545513070408	-0.427540926325699	0.126828380362762	-3.37101936571941	0.000748905930734841	0.00955573039349131	chr2R	18621540	18622986	+	protein_coding	CG5335
FBgn0020762	1094.55762121628	-0.386320629799479	0.114636071224298	-3.36997443887971	0.000751751566717478	0.00957791281836951	chr2L	4333912	4345776	+	protein_coding	Atet
FBgn0041183	162.935093490056	-0.542845182556939	0.161113637505626	-3.36933105701859	0.000753508671469505	0.00958618164247454	chr2L	15888639	15893811	-	protein_coding	Tep1
FBgn0032785	215.770894719342	-0.510350072055605	0.151631227652771	-3.365731979855	0.000763408453230258	0.00969786568119672	chr2L	19454255	19457723	+	protein_coding	CG10026
FBgn0010246	6961.75704926881	-0.363143497071514	0.108037925961905	-3.36125942661618	0.000775879133232408	0.00984183340409613	chr3L	1318479	1329617	+	protein_coding	Myo61F
FBgn0025574	410.379629748562	0.436099472049774	0.129759876281706	3.36081911100941	0.000777117022846015	0.00984310302290026	chr3R	23860161	23890052	-	protein_coding	Pli
FBgn0259741	32.0571710135402	0.768543773351291	0.228738031905523	3.35992999042996	0.000779622259711232	0.00986039790754659	chrX	9575125	9576247	-	protein_coding	CG42395
FBgn0243512	2046.49313802412	-0.398599388406493	0.118715457872485	-3.35760309187904	0.000786214189843571	0.00991477981973284	chr3R	8105331	8122294	+	protein_coding	puc
FBgn0001197	3472.43285484394	0.308870607518204	0.0919831290789669	3.35790498334799	0.000785356042807734	0.00991477981973284	chr3R	26866928	26869220	+	protein_coding	His2Av
FBgn0036257	1082.36564919863	-0.330846726052375	0.0986047294955485	-3.35528252797764	0.000792839666243075	0.00998377867928506	chr3L	12138867	12143380	+	protein_coding	RhoGAP68F
FBgn0260936	2707.28594885887	-0.309910733310784	0.092385965692973	-3.35452177163697	0.00079502296691352	0.00999672047495474	chr3L	5769001	5776271	+	protein_coding	scny
FBgn0052813	160.788779617947	-0.548965245249945	0.163710795653572	-3.35326233714978	0.000798649697029924	0.010027748227875	chrX	1380913	1392843	+	protein_coding	CG32813
FBgn0036764	3651.22607315574	0.37722947001586	0.112801268694505	3.3441952770717	0.00082521629407897	0.0103462987827205	chr3L	17852623	17856794	-	protein_coding	CG5535
FBgn0020764	812.88814732582	-0.379859386726653	0.113845636505064	-3.33661788354756	0.000848044558732552	0.0106171251484737	chr2R	23964771	23966757	+	protein_coding	Alas
FBgn0016926	910.457854410774	-0.385749664094297	0.11569635894183	-3.33415560889211	0.00085558778283182	0.0106960836839279	chr2L	1114653	1128953	-	protein_coding	Pino
FBgn0027621	791.958831098692	-0.37541626131357	0.112753149973194	-3.32954122703288	0.000869891849298977	0.0108592126815086	chrX	19495504	19509350	+	protein_coding	Pfrx
FBgn0003053	126.579352783559	0.694149110558827	0.208604496663864	3.32758459985331	0.000876023856675391	0.0109200034353009	chrX	4617563	4627206	+	protein_coding	peb
FBti0019740	130.981372263575	-0.64276606141582	0.193199053127572	-3.32696279309088	0.000877980955249437	0.010928652149443	chrX	22708827	22711601	-	transposable_element	NA
FBgn0034029	498.251095415883	0.399039556025351	0.120008523610737	3.32509345185921	0.000883889029556612	0.0109863850498481	chr2R	15542660	15544409	+	protein_coding	eIF2Bgamma
FBgn0037717	499.626017314669	0.385455106194541	0.115992546836389	3.32310236051836	0.000890222415785049	0.0110492311606262	chr3R	9581305	9586648	+	protein_coding	CG8301
FBgn0038020	990.605857131808	0.398640350280097	0.1201731794109	3.31721564024742	0.000909194137082202	0.011268536504152	chr3R	12366162	12367564	-	protein_coding	GstD9
FBgn0027932	13327.9651465379	0.322110024496157	0.0971552871324996	3.3154142610568	0.00091507407051379	0.0113251871015948	chr2L	8415689	8431297	+	protein_coding	Akap200
FBgn0285947	27931.2992277838	-0.286927944336577	0.0866284811501521	-3.31216639755288	0.000925764645776921	0.0114411285008802	chrX	19598030	19599806	+	protein_coding	RpS10b
FBti0019307	10.801359366992	0.688147061761329	0.207823646691061	3.31120675013604	0.000928945472029835	0.011464061738274	chr3R	5747070	5753203	+	transposable_element	NA
FBgn0027657	395.061475825066	-0.429117966132163	0.129685286454579	-3.30891790320761	0.000936572955439285	0.0115417274038536	chr3R	15896925	15904643	-	protein_coding	glob1
FBgn0032698	392.083062893168	-0.436196476521288	0.132003141290585	-3.30444012359574	0.000951663018896802	0.0117110053719434	chr2L	18689527	18690906	+	protein_coding	CG10336
FBgn0033192	530.345356759858	-0.411068377884728	0.12456971557946	-3.29990620892537	0.000967171457961084	0.011884943583553	chr2R	7540110	7564435	+	protein_coding	Corin
FBgn0264987	127.16536333866	0.569671429430115	0.172732690800379	3.29799429853417	0.000973781116473914	0.0119491921115118	chr3R	13376902	13377395	+	ncRNA	lncRNA:CR44138
FBgn0003366	18.4333590875498	-0.769868993459457	0.23366840771972	-3.2947072348047	0.000985242676871204	0.0120727116113496	chrX	11071440	11086299	-	protein_coding	sev
FBgn0267408	2993.39088601468	0.273091019218333	0.0830477481691579	3.2883615177871	0.00100772346876946	0.0123307153158763	chr3R	15532136	15537292	-	protein_coding	AOX1
FBgn0031752	1187.81976655561	-0.315376361487157	0.0959973769458315	-3.2852601969022	0.00101888232163312	0.0124496482548703	chr2L	5949449	5955235	+	protein_coding	CG9044
FBgn0039788	17.5251404326337	0.76145609072162	0.232220101365114	3.27902746681003	0.00104165496883287	0.0127099536465066	chr3R	30582197	30583697	-	protein_coding	Rpt6R
FBgn0028970	459.833921966462	-0.469463532108049	0.143208361358086	-3.27818520969021	0.00104476821047035	0.0127299856179986	chr2L	2879111	2880708	+	protein_coding	betaggt-II
FBgn0085434	561.349428039315	-0.393431674708651	0.12009106856368	-3.27611103318669	0.00105247175057054	0.0128058131001206	chr2R	24891613	24921677	+	protein_coding	NaCP60E
FBgn0000064	7711.03796289383	0.26942682991952	0.0823605769129847	3.27130819158994	0.00107051178990069	0.0130070189528523	chr3R	26254068	26261591	-	protein_coding	Ald1
FBgn0040308	747.077192237016	0.374259826961917	0.114420881761678	3.27090493622875	0.00107203940788428	0.0130073112448904	chr3L	3042358	3044174	+	protein_coding	Jafrac2
FBgn0264816	99.4723458421547	0.598737643939639	0.183148032356225	3.26914592658625	0.00107872652570642	0.0130594051377834	chr3R	18403025	18404726	+	protein_coding	koko
FBgn0035083	2369.70980677199	-0.352269527922152	0.107761235382002	-3.26898189941304	0.0010793520602838	0.0130594051377834	chr2R	24940624	24942413	-	protein_coding	Tina-1
FBgn0284221	304.803316961671	0.434156415749072	0.132868963919168	3.26755325655429	0.0010848145419977	0.0131071656463996	chr3L	12067510	12081830	-	protein_coding	Sema5c
FBgn0003886	405.066193701553	0.559214552068605	0.171621638816973	3.25841517377062	0.0011203636512494	0.0135178046680035	chr3R	9731220	9733250	-	protein_coding	alphaTub85E
FBgn0014469	858.943262552169	-0.327620582002477	0.100588623063712	-3.25703416573229	0.00112582881111234	0.0135648259678731	chr2R	8444559	8447164	+	protein_coding	Cyp4e2
FBgn0041588	824.201685820547	0.323626515873195	0.0994038558671822	3.25567366627716	0.00113123690193445	0.0135921256092152	chr3R	29149895	29151794	-	protein_coding	eIF2D
FBgn0011754	666.886829210882	0.397440282955808	0.122071828966974	3.25579035162432	0.00113077212878018	0.0135921256092152	chrX	11695136	11704394	+	protein_coding	PhKgamma
FBgn0032421	177.6158896089	0.56293408010454	0.172937157023783	3.25513666231441	0.00113337813710431	0.0135989656922183	chr2L	12172980	12174091	+	protein_coding	crok
FBgn0010194	1133.02660286155	0.304049246035717	0.0935721091939227	3.24935762007451	0.00115665964717108	0.0138590894843172	chrX	18501400	18505405	-	protein_coding	Wnt5
FBgn0037445	1382.29429528782	-0.373238302668404	0.115149300910738	-3.24134232441178	0.00118968227095431	0.0142350502434657	chr3R	6449943	6456676	-	protein_coding	CG9727
FBgn0051477	41.6432442513242	0.72186913166793	0.222896120104094	3.23858993745971	0.00120122141605753	0.0143532686054057	chr3R	10121772	10122320	+	protein_coding	ATPsynepsilonL
FBgn0003888	6754.683605742	0.373388441882579	0.115351847007329	3.23695243353023	0.00120813547557176	0.0144159724126501	chr2R	24305880	24313099	+	protein_coding	betaTub60D
FBgn0039580	1843.38748652041	-0.357361854962393	0.110483025382174	-3.23454081499159	0.00121838505043413	0.0144783641089364	chr3R	28337018	28339765	-	protein_coding	Gfat2
FBgn0005694	874.334316077683	-0.346106733474716	0.106981368067524	-3.23520571597347	0.00121555117714314	0.0144783641089364	chr3L	21433421	21438639	+	protein_coding	Aef1
FBgn0031070	771.912453414512	0.415022814045766	0.128302928832347	3.2347103672752	0.00121766182287367	0.0144783641089364	chrX	19759172	19764874	-	protein_coding	CG12702
FBgn0037884	896.486623649192	-0.410656004757296	0.127182226947046	-3.22887886629221	0.00124276522830975	0.0147478216599556	chr3R	11232428	11235013	-	protein_coding	Arfip
FBgn0036801	34.4520746561759	-0.735965304126175	0.228018824471353	-3.22765151444168	0.00124810923308286	0.0147909492813696	chr3L	18625958	18667177	+	protein_coding	MYPT-75D
FBgn0037213	522.272055626285	0.425370100663995	0.131841909129237	3.22636484463396	0.00125373428971696	0.0148372850073071	chr3R	4174631	4186751	+	protein_coding	CG12581
FBgn0262035	322.33385294532	-0.479138999099487	0.148615221373266	-3.22402372160836	0.00126402928344449	0.0149386848785223	chr3L	230970	231604	-	protein_coding	CG42846
FBgn0265191	506.171825329219	0.388954712242515	0.12067135415115	3.22325638075893	0.00126742058023945	0.0149583293856091	chr2R	21200482	21210821	+	protein_coding	Gyg
FBgn0053508	59.5844994584409	0.66846309724121	0.207713334055219	3.21820021945968	0.00128997736907891	0.015203806839103	chr2L	21086789	21088751	-	protein_coding	ppk13
FBgn0036194	911.59230608046	-0.34053290586883	0.10586430764428	-3.21669232479253	0.00129677584850322	0.015263139952927	chr3L	11693878	11696963	-	protein_coding	Dph1
FBgn0041191	773.209657581504	-0.353077019051079	0.109868877729749	-3.21362178577598	0.00131072199552456	0.0154063260642431	chr3R	5568920	5570491	+	protein_coding	Rheb
FBgn0037705	411.329625128952	-0.485994501106285	0.151319012443106	-3.21172133798462	0.00131942288783553	0.0154760002526952	chr3R	9535624	9551806	-	protein_coding	mura
FBgn0037852	717.250937149961	0.363405356649495	0.113155887101076	3.21154617722084	0.00132022750970859	0.0154760002526952	chr3R	10879571	10882188	-	protein_coding	Tpc1
FBti0019110	79.4376917515687	0.742908258848334	0.231365389803307	3.21097403323769	0.00132285887733521	0.0154858621756792	chr2L	2294096	2299243	-	transposable_element	NA
FBgn0031170	972.694087421856	-0.349742468675778	0.109044913151624	-3.20732493215405	0.00133975577006977	0.0156624691444237	chrX	21292307	21306665	-	protein_coding	ABCA
FBgn0038953	807.010118148698	0.352772593412501	0.110004414883172	3.20689486678472	0.00134176021861695	0.0156642875607523	chr3R	22375922	22379955	+	protein_coding	CG18596
FBgn0266020	20.2459532076586	0.7458334124013	0.232599378838956	3.20651506519151	0.00134353269796303	0.0156642875607523	chr2L	21319599	21320320	-	ncRNA	lncRNA:CR44785
FBgn0052133	2019.19481066762	-0.347234141514291	0.10835750506252	-3.20452322443142	0.00135286375387236	0.0157518497102958	chr3L	14020314	14029121	-	protein_coding	Ptip
FBgn0053329	592.841961138163	-0.494957433897421	0.154559266247544	-3.20237955260923	0.00136297284836945	0.0158072866212676	chr3R	14222073	14224155	-	protein_coding	Sp212
FBgn0036272	864.297530209661	0.344548582472834	0.107590902202225	3.20239514141476	0.00136289908408764	0.0158072866212676	chr3L	12271655	12277251	-	protein_coding	Sms
FBgn0002567	50.0805681579577	0.679556885540733	0.212205603804215	3.20235127328543	0.00136310667199926	0.0158072866212676	chr2R	9177863	9186342	-	protein_coding	Rab32
FBgn0052280	370.556913394619	0.447817871149604	0.140328655092164	3.19120760371779	0.00141679436660275	0.0164078822831063	chr3L	3165180	3169080	+	protein_coding	CG32280
FBgn0001257	1445.81504143321	0.496476138912235	0.155680780740896	3.18906506345529	0.0014273374804593	0.0165078830794832	chr3L	4224005	4236147	-	protein_coding	ImpL2
FBgn0028671	2683.40393367441	-0.277420861661888	0.0870744996235645	-3.18601729394046	0.0014424597446149	0.0166605063426749	chr3R	29131192	29137980	+	protein_coding	Vha100-1
FBgn0039612	5711.51086836402	-0.309407381037841	0.0971789182915539	-3.18389406341779	0.00145308180563441	0.0167608142673911	chr3R	28878023	28880122	-	protein_coding	Nepl19
FBgn0005636	396.755168565892	-0.533292873270983	0.167719566120971	-3.17967000276125	0.00147442854836135	0.0169843959678749	chr2R	24275733	24291084	+	protein_coding	nvy
FBgn0035113	104.533026646842	0.576466507399065	0.181407642636996	3.17774102027552	0.00148427266152146	0.0170750569080082	chr3L	217931	223069	-	protein_coding	pyx
FBgn0053193	314.443183723348	0.428328359352356	0.134857973393903	3.1761441209061	0.00149246784580344	0.0171465329801402	chr3R	23058608	23061304	-	protein_coding	sav
FBgn0086357	4797.22545960629	0.337705535528918	0.106343689980895	3.17560482986425	0.00149524485579774	0.0171556541744114	chr2L	6477181	6480575	-	protein_coding	Sec61alpha
FBgn0035969	12.2724567810187	0.715498323884852	0.225386959636025	3.17453292346772	0.00150077864017574	0.0171963390942521	chr3L	9211879	9215256	+	protein_coding	CG4476
FBgn0038118	493.239913803751	-0.372759781435014	0.117471720391782	-3.17318738664776	0.00150775176552842	0.0172463442024007	chr3R	13088650	13163876	+	protein_coding	timeout
FBgn0033205	1654.20429513064	0.33041966352957	0.104137337282256	3.17292214447538	0.00150912987645559	0.0172463442024007	chr2R	7665827	7667343	+	protein_coding	CG2064
FBgn0032699	1612.20186866932	0.313114187749385	0.0987762348923593	3.16993442897068	0.00152473341403581	0.0174016738322214	chr2L	18690903	18695602	-	protein_coding	CG10383
FBgn0266268	1514.11668971962	0.325088498642437	0.102597043489415	3.16859519130274	0.0015317757887553	0.0174590149519395	chr3R	31810459	31812296	-	protein_coding	FeCH
FBgn0012034	1767.88692277741	-0.351763781379837	0.111095144939702	-3.16632901978535	0.00154376071382178	0.0175611854366178	chr3L	21270721	21280243	-	protein_coding	AcCoAS
FBgn0033292	83.909154488506	-0.642930626954609	0.203064925002268	-3.16613332877369	0.00154479968989321	0.0175611854366178	chr2R	8439394	8442806	-	protein_coding	Cyp4ad1
FBgn0030576	277.180947095093	-0.453505142622053	0.143512913162756	-3.16003022047039	0.0015775277541827	0.0179097015766858	chrX	14757530	14765787	-	protein_coding	CG15890
FBgn0085468	189.033168785656	0.520885966273637	0.165022051255091	3.15646280186186	0.00159695255083793	0.0180827703106007	chr2R	13158665	13160190	+	protein_coding	ND-MWFE
FBgn0023169	861.883716699638	-0.320103586967897	0.101409199702635	-3.15655372398702	0.00159645475247808	0.0180827703106007	chrX	1375535	1378896	+	protein_coding	AMPKalpha
FBgn0029970	132.10275682234	0.529600561807558	0.167940939823144	3.15349290271491	0.00161329151325366	0.0182439018054346	chrX	7889065	7891646	-	protein_coding	Nek2
FBgn0014417	1332.29529070056	-0.339124134234237	0.107575806252118	-3.15242010308019	0.0016192312731616	0.018287166767782	chr2L	8408887	8411868	-	protein_coding	CG13397
FBgn0036147	1663.79524535361	-0.299016868203852	0.0948983812491846	-3.15091642520953	0.00162759055371471	0.0183576087094993	chr3L	11198165	11206016	-	protein_coding	Plod
FBgn0050046	1077.89043350959	-0.308863185195125	0.098348361369444	-3.14050158939492	0.00168658792333386	0.0189982709957828	chr2R	12314116	12317573	+	protein_coding	CG30046
FBgn0040477	151.863156598364	-0.519253330273386	0.165472058808814	-3.13801214544221	0.00170097828633384	0.0191354527374175	chr2R	13485616	13486631	+	protein_coding	cid
FBgn0037760	1939.87233644628	-0.318771479795268	0.101670490216465	-3.13533926232261	0.00171655468763301	0.019285603380147	chr3R	9803485	9809368	-	protein_coding	FBXO11
FBgn0004512	494.715363798458	0.372065876005996	0.118750111496986	3.13318338244626	0.00172921367658765	0.0194026297226456	chr2R	12940322	12946347	-	protein_coding	Mdr49
FBgn0261015	73.61124510948	-0.646757186546073	0.206515034035082	-3.13176805537656	0.00173757087494429	0.0194131957667866	chr3R	8774285	8801176	-	protein_coding	Pif1A
FBgn0028646	676.527534775001	-0.333214453673213	0.106407146837436	-3.13150444849614	0.00173913151303429	0.0194131957667866	chr3R	30445634	30455867	-	protein_coding	aralar1
FBgn0036053	2490.18442461409	-0.332546993951638	0.106182558323069	-3.13184198237	0.0017371334344772	0.0194131957667866	chr3L	9860216	9864349	-	protein_coding	iPLA2-VIA
FBgn0085249	196.718828001069	-0.548080859654033	0.17501909637615	-3.1315489052469	0.00173886822435065	0.0194131957667866	chr2R	10041064	10043507	-	protein_coding	CG34220
FBgn0030482	4278.17103111439	-0.26829511592384	0.0856925647517287	-3.1309030917811	0.00174269656471072	0.0194279226563305	chrX	13396898	13401224	+	protein_coding	CG1673
FBgn0039759	14.5773584914323	0.714593160215645	0.228404112686066	3.12863525884856	0.00175620160520934	0.019528149211653	chr3R	30243977	30246703	-	protein_coding	CG9733
FBgn0032026	2574.78161197388	0.304234857537305	0.0972307184366107	3.12899937827416	0.0017540267943586	0.019528149211653	chr2L	8355677	8362469	-	protein_coding	CG7627
FBgn0038608	406.268342748784	-0.404751352279016	0.129656926835453	-3.12171020984234	0.00179803831851081	0.0199676886950411	chr3R	18364243	18366162	-	protein_coding	WRNexo
FBgn0261555	98.7244660977612	0.576140686055783	0.184735578254524	3.11873160275598	0.00181631331245384	0.0201447775205618	chr3L	9547219	9596713	+	protein_coding	CG42673
FBgn0035076	31.9893546767493	0.720055682867219	0.231021364194324	3.11683590553791	0.00182803293009658	0.0202289684372712	chr2R	24888627	24891023	-	protein_coding	Ance-5
FBgn0013685	12.0205233089224	0.651008817790493	0.208874414334102	3.11674754357027	0.00182858089445684	0.0202289684372712	chrM	9970	10495	+	protein_coding	mt:ND6
FBgn0029870	2265.61052020391	-0.288878501382469	0.0927059938044619	-3.11607145910953	0.00183277853559364	0.0202495109979829	chrX	6365948	6370924	+	protein_coding	Marf
FBgn0261261	1181.3162254697	-0.355535577282264	0.114172866108538	-3.11401114293019	0.00184562519447555	0.0203654382109796	chr3R	5685854	5712837	+	protein_coding	plx
FBgn0027929	535.97982142759	0.420821374378367	0.135203821235754	3.11249615973933	0.00185512427448293	0.0204181680643153	chr2L	13963506	13965088	+	protein_coding	NimB1
FBgn0026319	586.069036123294	0.404509819978534	0.129955729002095	3.11267400894664	0.00185400682175331	0.0204181680643153	chr2L	4361924	4380716	+	protein_coding	Traf4
FBgn0265003	2502.79048465146	0.282040692365146	0.0906521679340562	3.11124045671266	0.00186303166562225	0.0204573158073629	chr2R	6811018	6818199	+	protein_coding	koi
FBgn0002891	980.821187713714	0.319990022859076	0.102851644968949	3.11118040898306	0.00186341057174916	0.0204573158073629	chr2R	7793624	7801044	+	protein_coding	DNApol-zeta
FBgn0033364	89.2793763802601	-0.587915024986499	0.189014613315228	-3.11042101282406	0.00186820853696285	0.0204839949978018	chr2R	9017814	9019032	+	protein_coding	CG13747
FBgn0265706	31.8212958328032	-0.727425598913155	0.233931948686106	-3.10956072053769	0.00187365768633908	0.0205177375247081	chr3L	609178	609620	-	ncRNA	lncRNA:CR44513
FBgn0000535	241.094830420352	-0.528963800194366	0.170171780662755	-3.10841079604534	0.00188096418706701	0.0205717081950906	chrX	14955476	15009989	+	protein_coding	eag
FBgn0030026	216.282930412496	0.471207064040913	0.151675816954217	3.10667233249942	0.00189205990689836	0.0206623128230152	chrX	8241500	8244016	-	protein_coding	sni
FBgn0030361	131.184802706827	0.531487450052623	0.171096245869637	3.10636535215142	0.00189402543852168	0.0206623128230152	chrX	12009710	12012211	-	protein_coding	CG1492
FBgn0260450	716.822652105436	0.379746713355088	0.122951150858041	3.08859828236616	0.00201103163450524	0.0219111267885451	chrX	16325762	16328523	+	protein_coding	CalpC
FBgn0029504	1137.92382378413	-0.361417788140339	0.117105453381914	-3.08625924500418	0.00202692015944708	0.022056460753933	chrX	7682337	7709385	-	protein_coding	CHES-1-like
FBgn0261285	424.747379367437	-0.408197889228531	0.132300316655594	-3.08538860334822	0.00203286357957269	0.0220838759987623	chr3R	19139053	19147910	-	protein_coding	Ppcs
FBgn0039797	238.822451993278	-0.451501095906893	0.14634690774414	-3.08514271238486	0.00203454504346475	0.0220838759987623	chr3R	30726086	30728052	+	protein_coding	eIF4H2
FBgn0025352	2369.09855582689	-0.29131066344998	0.0944673183923722	-3.08371898776691	0.00204430593965477	0.0221620184009442	chr2R	23866647	23868603	-	protein_coding	Mtpbeta
FBgn0051125	26.5199778875324	0.714176277920266	0.231822697938887	3.08070039849392	0.0020651433188658	0.0223434741312798	chr3R	24653370	24654820	-	protein_coding	CG31125
